ProductionFileName,class,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,TestFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-sentinel/src/main/java/com/alibaba/cloud/sentinel/custom/SentinelAutoConfiguration.java,com.alibaba.cloud.sentinel.custom.SentinelAutoConfiguration,20,28,1,23,6,0.0,0.0,4,0,3,1,0,0,3,0,0,0,2,0,0,2,0,0,0,0,23,98,3,0,0,0,0,5,0,0,0,2,1,0,1,0,35,1,0,spring-cloud-alibaba,SentinelAutoConfigurationTests,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-sentinel/src/main/java/com/alibaba/cloud/sentinel/feign/SentinelFeign.java,com.alibaba.cloud.sentinel.feign.SentinelFeign,3,2,2,0,1,,,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,17,0,spring-cloud-alibaba,SentinelFeignTests,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-sentinel/src/main/java/com/alibaba/cloud/sentinel/endpoint/SentinelHealthIndicator.java,com.alibaba.cloud.sentinel.endpoint.SentinelHealthIndicator,8,9,2,17,0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,2,0,0,2,0,0,0,0,1,55,1,1,0,1,0,8,0,14,0,12,2,0,0,0,74,1,0,spring-cloud-alibaba,SentinelHealthIndicatorTests,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-config/src/main/java/com/alibaba/cloud/nacos/endpoint/NacosConfigEndpoint.java,com.alibaba.cloud.nacos.endpoint.NacosConfigEndpoint,6,3,1,9,0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,3,0,0,3,0,0,2,0,2,24,1,1,0,0,0,7,2,7,0,7,1,0,0,1,28,1,0,spring-cloud-alibaba,NacosConfigEndpointTests,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/NacosDiscoveryClient.java,com.alibaba.cloud.nacos.discovery.NacosDiscoveryClient,5,6,1,5,0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,2,1,2,0,0,2,0,1,28,4,0,0,2,0,3,0,3,1,3,1,0,0,0,35,1,1,spring-cloud-alibaba,NacosDiscoveryClientTests,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/reactive/NacosReactiveDiscoveryClientConfiguration.java,com.alibaba.cloud.nacos.discovery.reactive.NacosReactiveDiscoveryClientConfiguration,13,1,1,0,0,,,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,spring-cloud-alibaba,NacosReactiveDiscoveryClientConfigurationTests,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/reactive/NacosReactiveDiscoveryClient.java,com.alibaba.cloud.nacos.discovery.reactive.NacosReactiveDiscoveryClient,7,7,1,12,4,0.0,0.0,5,0,4,1,0,0,4,0,0,0,2,1,0,2,0,0,1,0,0,37,8,0,0,2,0,3,0,2,0,3,2,0,0,2,25,1,2,spring-cloud-alibaba,NacosReactiveDiscoveryClientTests,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/NacosDiscoveryClientConfiguration.java,com.alibaba.cloud.nacos.discovery.NacosDiscoveryClientConfiguration,19,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,1,0,0,0,0,0,0,0,0,21,1,0,spring-cloud-alibaba,NacosDiscoveryClientConfigurationTest,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/NacosServiceDiscovery.java,com.alibaba.cloud.nacos.discovery.NacosServiceDiscovery,9,13,1,31,3,0.0,0.0,6,2,5,1,0,0,5,0,0,0,2,0,0,2,0,0,0,0,4,55,6,1,3,0,0,10,1,11,3,11,2,0,0,0,37,1,0,spring-cloud-alibaba,NacosServiceDiscoveryTest,11,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1
/home/luana-martins/.jnose_projects/spring-cloud-alibaba/spring-cloud-alibaba-starters/spring-cloud-starter-alibaba-nacos-discovery/src/main/java/com/alibaba/cloud/nacos/discovery/NacosDiscoveryAutoConfiguration.java,com.alibaba.cloud.nacos.discovery.NacosDiscoveryAutoConfiguration,8,2,1,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,spring-cloud-alibaba,NacosDiscoveryAutoConfigurationTests,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
