ProductionFileName,class,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,TestFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-default/src/main/java/org/apache/dubbo/monitor/dubbo/DubboMonitor.java,org.apache.dubbo.monitor.dubbo.DubboMonitor,12,19,1,28,0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,7,2,0,7,0,0,7,0,15,127,3,3,2,2,1,5,78,68,16,37,3,0,0,2,84,1,3,dubbo,DubboMonitorTest,19.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-default/src/main/java/org/apache/dubbo/monitor/dubbo/MetricsFilter.java,org.apache.dubbo.monitor.dubbo.MetricsFilter,20,27,1,50,19,,,7,0,1,6,0,0,1,0,0,0,4,2,0,4,0,0,1,0,11,152,6,3,8,2,2,19,5,39,6,31,2,3,0,0,105,1,1,dubbo,MetricsFilterTest,19.0,0.0,0.0,2.0,0.0,0.0,0.0,19.0,9.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-default/src/main/java/org/apache/dubbo/monitor/dubbo/Statistics.java,org.apache.dubbo.monitor.dubbo.Statistics,2,51,1,7,74,0.0,0.0,20,0,20,0,0,0,20,0,0,0,9,1,0,9,0,0,1,0,0,158,33,0,24,0,14,0,10,27,14,12,2,0,0,0,43,1,0,dubbo,StatisticsTest,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-default/src/main/java/org/apache/dubbo/monitor/dubbo/DubboMonitorFactory.java,org.apache.dubbo.monitor.dubbo.DubboMonitorFactory,10,5,2,13,0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,2,0,0,2,0,0,0,0,4,28,1,0,0,0,0,3,0,8,2,6,1,0,0,0,30,1,0,dubbo,DubboMonitorFactoryTest,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-api/src/main/java/org/apache/dubbo/monitor/support/MonitorFilter.java,org.apache.dubbo.monitor.support.MonitorFilter,17,17,1,34,13,0.0,0.0,7,0,4,3,0,0,4,0,0,0,5,3,0,5,0,0,4,0,8,77,4,0,4,1,0,8,1,26,4,22,2,0,0,1,97,1,1,dubbo,MonitorFilterTest,20.0,4.0,0.0,2.0,2.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-monitor/dubbo-monitor-api/src/main/java/org/apache/dubbo/monitor/support/AbstractMonitorFactory.java,org.apache.dubbo.monitor.support.AbstractMonitorFactory,9,7,1,15,1,0.0,0.0,3,1,2,0,1,0,3,1,0,0,5,5,0,5,0,0,5,0,3,56,4,0,4,1,0,1,3,13,0,10,2,0,1,1,46,1025,0,dubbo,AbstractMonitorFactoryTest,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-rpc/dubbo-rpc-hessian/src/main/java/org/apache/dubbo/rpc/protocol/hessian/HessianProtocol.java,org.apache.dubbo.rpc.protocol.hessian.HessianProtocol,22,21,3,41,19,0.0,0.0,7,0,4,0,3,0,7,0,0,0,2,0,0,2,0,0,1,0,3,121,7,1,4,1,0,8,2,20,4,19,4,1,1,0,72,1,2,dubbo,HessianProtocolTest,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/AppResponse.java,org.apache.dubbo.rpc.AppResponse,5,45,1,8,245,0.0,0.0,31,0,31,0,0,0,31,0,0,0,5,1,0,5,0,0,1,0,0,139,17,0,11,1,0,7,2,18,1,9,3,0,0,0,127,1,0,dubbo,AppResponseTest,14.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/FutureContext.java,org.apache.dubbo.rpc.FutureContext,4,6,1,2,0,0.0,0.0,5,1,5,0,0,0,5,0,0,0,3,1,0,3,0,0,0,0,0,28,3,0,1,0,0,2,0,3,0,3,1,1,0,0,71,1,0,dubbo,FutureContextTest,2.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/proxy/InvokerInvocationHandler.java,org.apache.dubbo.rpc.proxy.InvokerInvocationHandler,12,13,1,24,0,0.0,0.0,2,0,2,0,0,0,3,0,0,0,6,2,1,5,0,0,2,0,4,56,6,0,5,1,0,5,3,11,0,11,2,0,0,0,37,1,0,dubbo,InvokerInvocationHandlerTest,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
/home/luana-martins/.jnose_projects/dubbo/dubbo-rpc/dubbo-rpc-api/src/main/java/org/apache/dubbo/rpc/filter/TpsLimitFilter.java,org.apache.dubbo.rpc.filter.TpsLimitFilter,9,2,1,6,0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,3,0,1,1,1,1,0,0,0,64,1,0,dubbo,TpsLimitFilterTest,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
