ProductionFileName,class,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,TestFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/tsdb/MemoryTableMeta.java,com.alibaba.otter.canal.parse.inbound.mysql.tsdb.MemoryTableMeta,31,64,1,56,50,0.0,0.0,12,0,8,4,0,0,8,0,0,0,3,0,0,3,0,0,0,0,7,212,19,7,12,1,6,23,10,44,4,34,5,0,0,0,98,1,1,canal,MemoryTableMetaTest,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/tsdb/dao/MetaHistoryDAO.java,com.alibaba.otter.canal.parse.inbound.mysql.tsdb.dao.MetaHistoryDAO,3,7,3,10,10,0.0,0.0,5,0,4,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,27,4,0,2,0,0,8,6,4,2,4,0,0,0,0,33,1,0,canal,MetaHistoryDAOTest,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/tsdb/dao/MetaSnapshotDAO.java,com.alibaba.otter.canal.parse.inbound.mysql.tsdb.dao.MetaSnapshotDAO,3,7,3,11,15,0.0,0.0,6,0,5,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,1,0,0,7,5,4,2,4,0,0,0,0,33,1,0,canal,MetaSnapshotDAOTest,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/dbsync/TableMetaCache.java,com.alibaba.otter.canal.parse.inbound.mysql.dbsync.TableMetaCache,13,41,1,46,109,0.0,0.0,19,2,17,2,0,0,17,0,0,2,12,6,6,6,0,0,6,0,3,208,16,3,7,5,0,20,18,48,21,37,4,1,0,0,86,1,0,canal,TableMetaCacheTest,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/MysqlEventParser.java,com.alibaba.otter.canal.parse.inbound.mysql.MysqlEventParser,32,157,5,113,1017,0.0,0.0,47,0,26,9,12,0,38,0,1,0,19,0,0,15,4,0,0,0,15,689,42,6,39,11,28,75,66,132,31,99,5,2,1,0,258,1,25,canal,MysqlEventParserTest,12,4,0,0,0,0,0,4,4,0,0,4,0,4,0,0,0,0,0,0,7
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/LocalBinlogEventParser.java,com.alibaba.otter.canal.parse.inbound.mysql.LocalBinlogEventParser,17,29,4,34,100,0.0,0.0,16,0,10,2,4,0,14,0,0,0,7,0,0,0,7,0,0,0,0,122,9,0,8,3,7,2,8,15,4,11,3,0,0,0,70,1,2,canal,LocalBinlogEventParserTest,8,3,0,0,0,0,0,3,3,0,0,3,0,3,0,1,0,0,0,0,9
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/rds/RdsBinlogEventParserProxy.java,com.alibaba.otter.canal.parse.inbound.mysql.rds.RdsBinlogEventParserProxy,8,19,5,50,31,0.0,0.0,10,0,9,1,0,0,9,0,0,0,8,0,0,8,0,0,0,0,2,117,2,0,3,2,0,10,2,17,1,15,3,0,0,5,64,1,5,canal,RdsBinlogEventParserProxyTest,4,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/rds/RdsBinlogOpenApi.java,com.alibaba.otter.canal.parse.inbound.mysql.rds.RdsBinlogOpenApi,9,16,1,21,0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,1,1,0,0,1,0,1,0,2,79,4,2,2,6,0,2,8,10,0,9,3,0,0,0,49,1,2,canal,RdsBinlogOpenApiTest,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/ddl/DdlResult.java,com.alibaba.otter.canal.parse.inbound.mysql.ddl.DdlResult,2,19,1,7,53,0.0,0.0,18,0,18,0,0,0,18,0,0,0,6,0,0,6,0,0,0,0,1,77,8,1,1,0,0,1,0,17,0,9,1,0,0,0,25,1,0,canal,DdlResultTest,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
/home/luana-martins/.jnose_projects/canal/parse/src/main/java/com/alibaba/otter/canal/parse/inbound/mysql/ddl/DruidDdlParser.java,com.alibaba.otter.canal.parse.inbound.mysql.ddl.DruidDdlParser,29,44,1,25,6,0.0,0.0,4,4,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,193,7,5,9,1,8,0,10,45,4,41,5,0,0,0,64,1,0,canal,DruidDdlParserTest,125,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,1
