ProductionFileName,class,cbo,wmc,dit,rfc,lcom,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,App,TestFileName,Assertion Roulette,Eager Test,Mystery Guest,Sleepy Test,Unknown Test,Redundant Assertion,Dependent Test,Magic Number Test,Conditional Test Logic,EmptyTest,General Fixture,IgnoredTest,Sensitive Equality,Verbose Test,Default Test,Resource Optimism,Duplicate Assert,Exception Catching Throwing,Constructor Initialization,Print Statement,Lazy Test
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/PropertiesCompatibleFileConfigRepository.java,com.ctrip.framework.apollo.internals.PropertiesCompatibleFileConfigRepository,8,9,2,8,7,0.0,0.0,6,0,5,0,1,0,6,0,0,1,2,0,0,2,0,0,1,0,0,31,2,0,3,0,0,1,0,3,0,3,1,0,0,0,24,1,0,apollo,PropertiesCompatibleFileConfigRepositoryTest,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/SimpleConfig.java,com.ctrip.framework.apollo.internals.SimpleConfig,12,11,2,20,0,0.0,0.0,7,0,5,2,0,0,5,0,0,1,5,1,0,5,0,0,3,0,4,62,6,0,2,1,0,3,0,9,0,8,1,1,0,0,47,1,2,apollo,SimpleConfigTest,17,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/TxtConfigFile.java,com.ctrip.framework.apollo.internals.TxtConfigFile,3,2,3,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,apollo,TxtConfigFileTest,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/DefaultConfig.java,com.ctrip.framework.apollo.internals.DefaultConfig,14,39,2,50,1,0.0,0.0,10,0,5,5,0,0,5,0,0,1,7,1,0,7,0,0,6,0,12,147,9,3,12,3,0,5,1,25,0,20,3,0,0,0,81,1,3,apollo,DefaultConfigTest,78,25,2,0,2,0,0,11,2,0,3,0,0,6,0,3,6,0,0,0,36
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/PropertiesConfigFile.java,com.ctrip.framework.apollo.internals.PropertiesConfigFile,8,10,2,11,9,0.0,0.0,6,0,4,0,1,1,6,0,0,0,1,0,0,0,1,0,0,0,4,36,5,0,2,1,0,1,0,2,0,2,1,0,0,0,28,1,0,apollo,PropertiesConfigFileTest,19,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/RemoteConfigLongPollService.java,com.ctrip.framework.apollo.internals.RemoteConfigLongPollService,29,47,1,94,24,0.0,0.0,12,0,2,7,0,3,5,0,0,0,19,7,0,19,0,0,13,0,17,226,7,6,9,5,0,24,9,54,2,48,3,2,0,0,136,1,4,apollo,RemoteConfigLongPollServiceTest,20,1,0,0,3,0,0,5,0,0,4,0,0,6,0,0,1,0,0,0,2
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/YamlConfigFile.java,com.ctrip.framework.apollo.internals.YamlConfigFile,12,11,3,14,19,0.0,0.0,7,0,3,3,1,0,4,0,0,1,2,1,0,2,0,0,1,0,5,48,6,0,1,2,0,3,0,3,1,3,1,0,0,0,38,1,1,apollo,YamlConfigFileTest,29,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/XmlConfigFile.java,com.ctrip.framework.apollo.internals.XmlConfigFile,3,2,3,0,1,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,apollo,XmlConfigFileTest,30,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/DefaultConfigManager.java,com.ctrip.framework.apollo.internals.DefaultConfigManager,7,7,1,11,0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,2,37,2,0,4,0,0,1,0,12,0,8,3,0,0,0,17,1,0,apollo,DefaultConfigManagerTest,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4
/home/luana-martins/.jnose_projects/apollo/apollo-client/src/main/java/com/ctrip/framework/apollo/internals/ConfigServiceLocator.java,com.ctrip.framework.apollo.internals.ConfigServiceLocator,18,25,1,58,37,0.0,0.0,11,0,2,9,0,0,2,0,0,1,8,3,0,8,0,0,3,0,12,137,8,3,2,3,0,18,3,30,1,26,3,2,0,0,92,1,1,apollo,ConfigServiceLocatorTest,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
